-10,-13,-20,-25,73,-34,-25,-94,-34,-18,62,62,68,-19,9,21,-31,-11,-35,-20,48,75,30,-91,-6,-13,-36,-47,68,-18,-45,11,-10,98,-83,-7,-54,-54,-32,2,33,-91,80,69,33,66,90,76,-3,-12,34,-68,37,-57,100,-1,-60,-30,62,-6,-57,-42,-54,-53,55,10,50,-8,35,13,40,-75,-92,-9,3,-60,43,-55,71,32,-76,-11,-73,-22,26,-62,-13,-1,-44,84,75,14,22,5,37,29,6,14,67,43,-84,-81,69,-86,-48,-9,-79,81,-17,-72,21,-87,-32,86,97,-56,-93,95,48,59,66,-78,95,33,49,-34,-67,21,-78,-16,27,-54,92,-22,72,91,-42,84,33,-14,-28,-37,89,60,98,1,27,-91,-92,-92,73,71,-23,-78,70,43,20,-60,-32,17,13,76,59,4,90,-48,59,9,37,88,86,-1,-10,-10,-56,-11,58,-96,-22,-40,34,79,69,72,53,90,-9,82,-88,-39,-33,-43,-13,-10,33,-100,25,-16,-23,1,100,-43,43,-31,14,45,-35,49,64,-97,-59,2,-56,26,-43,-71,-82,-46,84,-7,95,-38,60,-7,-85,95,26,-52,-5,-86,-25,-83,-45,-8,43,5,-70,47,23,-13,-42,-4,83,-33,30,26,-45,-55,-54,-82,29,11,-80,-39,-5,-4,3,11,-25,95,-88,90,45,-89,23,22,53,65,81,39,71,46,42,98,-38,-58,-7,71,100,-75,42,-49,92,22,4,-42,-38,-96,-93,68,-17,35,-15,-66,-12,74,-13,67,-13,-8,-10,-1,-82,-50,43,52,-96,-39,24,-61,-28,77,-39,-39,70,89,-33,6,67,-95,4,-71,-38,-46,-98,-6,61,-31,-59,70,-24,98,23,99,13,-47,-51,31,28,20,-54,-36,-68,-36,94,-86,-79,-25,-28,-36,97,32,-11,-80,-33,95,-90,93,-14,39,22,-36,-42,1,43,-96,-47,37,19,-10,-12,14,42,-65,-21,59,-13,94,-43,-34,19,44,-81,33,28,-23,8,49,-85,73,41,73,78,-54,30,-12,66,34,-22,44,53,63,70,-38,26,86,-93,82,59,43,26,7,-79,-14,8,-83,2,56,70,-21,73,74,68,-55,-30,27,50,73,-65,-62,-77,-95,70,-55,18,25,10,46,-69,-13,-4,-25,35,48,53,45,-80,38,-90,-64,-34,99,73,-94,-70,-14,79,-83,44,-80,-70,58,-75,-53,72,-23,24,-94,-52,57,-64,-2,4,27,74,-36,-50,-98,68,-93,90,8,-90,8,-17,26,82,-78,25,-12,-72,67,-71,3,-9,-12,20,-1,-75,-80,-8,6,99,68,79,-40,60,36,88,60,97,-52
14,-79,-81,-46,-64,-21,-63,-36,-94,84,56,23,73,-18,-9,81,68,54,73,-9,15,-41,18,22,-13,-39,-68,31,-73,-61,-12,82,-86,64,-84,3,-8,-10,65,10,86,-22,23,95,58,5,98,-91,-2,-43,99,-49,-46,21,-77,-57,-16,-57,-89,-20,-20,60,51,46,-58,67,-45,73,44,72,9,-20,-19,100,-100,-58,69,-36,-69,-28,-89,-91,62,31,-82,-54,78,77,-38,47,39,63,-24,100,84,-48,21,48,-24,-8,-50,-77,-69,-26,0,-32,-89,-92,41,54,-75,-96,-65,-93,-44,-70,-79,-85,-72,-33,-10,3,56,86,55,4,2,-42,-92,100,73,16,-49,-73,-85,34,43,76,73,-2,63,-27,-82,-27,85,16,14,-6,-64,-43,-77,-77,33,-75,76,70,-26,-20,49,-73,-63,-28,97,-21,-81,20,27,-91,25,-24,74,-82,-83,-74,-98,23,97,57,79,-6,-61,45,10,80,53,-49,-98,88,-94,-58,-6,34,-10,-28,44,51,-86,-78,-53,-55,-10,18,28,34,12,95,-71,-82,1,-11,21,-77,-55,-58,-64,-60,16,-57,-11,-58,22,82,-12,-93,60,5,8,38,-25,-66,-57,-94,26,55,-1,37,-62,-41,67,-85,17,48,-47,-8,17,-83,-45,-65,49,53,16,-17,-74,-15,-15,-55,80,-5,43,10,-18,-89,46,77,31,22,-77,-32,-38,-2,95,78,9,-9,24,-68,57,-53,-89,-93,-47,11,66,25,-92,53,97,-98,59,-54,86,-18,-75,67,80,-20,52,7,-51,-27,-43,17,90,26,20,93,-86,90,51,-22,47,49,81,53,5,-18,90,9,45,-8,16,-60,-26,-56,-84,41,59,-92,63,13,-53,-55,-38,73,-25,78,92,-82,9,-75,8,51,27,-47,-14,10,41,-2,-75,-49,80,51,96,10,-52,41,-6,-11,-75,90,59,-4,51,-82,-44,-81,1,59,52,-48,-58,46,-73,-72,-70,50,39,85,63,-42,93,56,59,49,54,25,43,-5,95,33,-1,30,60,-41,-56,83,-70,-42,4,-42,-21,-29,53,46,-77,-51,69,84,-90,73,50,43,-82,55,-31,-99,-16,28,-26,60,95,77,34,13,-86,30,-30,8,50,-37,36,79,-9,18,-76,67,41,42,-16,-29,-26,-85,84,85,88,90,13,-52,-97,48,99,-56,-36,-98,99,37,-26,47,30,-49,30,44,-39,55,55,79,-68,14,77,52,-87,44,-91,-19,-84,13,-16,92,-66,58,-69,-3,-36,18,-66,-4,-73,64,-9,47,68,54,-70,-81,-23,-70,-91,2,33,-16,-80,-74,13,-20,56,-69,-66,-64,76,35,-75,-43
-71,-17,24,-68,48,23,-4,-48,47,-72,-93,-70,87,1,-6,21,45,95,-86,29,71,-95,82,-61,-77,-57,-24,73,14,-92,85,-1,-9,50,11,-70,-6,-48,53,55,-59,2,81,-19,-45,82,34,30,68,-25,5,32,19,24,-5,-54,13,54,95,62,22,45,92,31,85,30,-65,6,-81,-32,20,43,59,-35,62,-4,21,56,-9,13,95,-93,-4,63,74,-82,6,-84,-87,-4,21,-66,-80,95,-51,99,-66,-87,-43,40,10,46,-56,56,-84,13,81,-33,-90,74,83,23,-61,-67,79,-89,23,52,38,61,82,-15,41,21,-52,-99,-67,27,-14,-63,49,-6,43,-6,-61,-47,-97,27,71,-96,-76,-68,-33,24,83,-43,32,69,-53,82,-78,-8,-25,-98,-10,60,52,47,-50,-38,39,35,-76,-44,-29,66,5,91,-47,-12,54,-26,17,-66,-17,56,58,-97,27,-18,-13,-88,-86,-90,90,-73,-72,-56,-6,-73,71,-69,29,56,11,100,-71,44,-55,14,37,-49,25,-85,-10,-85,91,-88,-34,85,24,94,-74,15,79,21,14,82,-49,28,29,-99,-31,11,24,95,-52,1,75,77,-75,72,10,-3,-33,16,34,3,-13,-36,64,-66,24,-79,-70,26,88,-75,-45,-56,1,15,76,46,-4,-68,58,-32,17,24,39,-85,-25,-30,-89,41,16,86,16,-29,61,-50,-74,6,-57,-48,33,-8,-71,62,-86,-44,73,-86,-16,-1,-16,-47,73,-58,53,-25,-54,-62,-50,-22,-95,-39,-2,20,32,-93,-34,-29,-51,54,92,95,7,70,72,-50,-51,64,-8,-13,88,-12,31,-49,59,25,-64,20,-2,-3,-87,51,-48,67,-14,95,-25,19,52,-15,-18,-57,-59,62,94,91,89,85,3,58,18,32,-29,-19,-47,84,25,-27,-7,36,33,20,-57,-39,47,56,12,7,-52,-9,72,38,18,-60,64,-47,-72,-88,60,-83,54,48,79,-85,36,-94,-89,-72,17,-56,41,-38,-82,-29,-42,-15,-15,27,20,-99,87,38,-99,-16,28,99,45,-18,-84,42,-93,-88,60,-54,-37,26,89,-38,31,6,34,83,33,42,-49,68,-55,-72,3,59,58,23,-51,22,-8,49,-69,90,-7,100,58,-11,27,40,-40,25,-62,-92,47,-80,-59,59,4,-53,56,-3,96,-69,63,-36,-100,70,-74,-45,-79,-52,8,50,-92,-1,97,-62,95,22,-76,23,-66,57,32,-81,-6,96,61,-2,-31,-39,51,60,-49,47,96,20,41,53,-39,25,-76,60,25,36,-87,-17,55,31,78,23,-47,86,-70,-37,42,-11,-36,-13,-4,-50
-56,35,-70,-97,-50,-40,-4,-19,-61,-4,-4,-17,56,-30,-40,95,-93,-49,15,45,-56,39,-71,-61,7,-58,-76,86,76,-15,99,53,75,-95,-75,16,49,73,-99,-71,1,82,100,2,-81,91,-2,-37,71,-84,-33,-15,75,10,-2,41,92,23,-86,-5,-74,67,-62,-94,86,-27,50,50,-15,-64,-59,-61,-60,-1,13,-24,-39,-26,59,-68,-36,10,22,51,1,-3,91,46,-39,3,75,-8,93,-36,-79,65,39,57,-24,-88,-30,22,-27,-16,-14,20,-56,66,-66,94,-66,-64,19,78,-14,96,-100,-62,24,53,-55,69,37,39,-31,73,-58,-45,-67,61,-79,100,19,-27,-61,20,64,80,77,-15,-71,11,67,88,-85,93,0,-97,50,-69,27,-62,53,-94,21,18,85,72,-37,32,-51,92,16,-79,6,-1,-84,-97,59,-64,-35,23,1,44,-23,-87,-81,79,50,95,-14,71,3,-48,67,-83,27,-61,-88,-39,33,-27,-8,-19,30,-34,17,24,-81,-81,97,73,67,0,34,-15,66,34,63,31,-61,72,-86,-47,96,-90,-59,100,22,-22,-84,93,-45,15,76,-16,33,42,83,-50,-79,-30,42,92,-10,-48,34,99,50,-58,-87,14,22,41,-44,-63,-48,-78,-31,15,-68,12,87,-3,18,100,-65,-73,-16,-20,-16,91,-21,-73,44,-59,-38,-39,49,84,32,86,51,9,-6,48,-2,-37,-63,15,89,71,-79,-19,-4,-5,-71,99,7,100,-98,-34,-48,59,-86,-69,-19,45,-87,-26,-28,34,-26,42,65,70,-92,89,-34,42,-92,-78,-21,-68,0,59,-35,98,16,-33,18,-80,-95,-74,37,59,-15,-38,-5,-92,-1,69,-90,-80,-77,77,19,-80,28,-54,18,24,-47,-98,-66,-73,85,45,29,-94,39,2,-60,-36,-20,-55,94,32,-22,72,75,-62,100,37,4,25,46,-80,54,-26,22,75,56,4,58,-63,-64,-15,89,-29,17,79,73,13,3,-27,-42,-61,-29,81,41,85,-38,-33,-39,45,15,-90,68,-94,23,29,-7,-17,4,68,-88,-2,-11,98,43,-49,-44,-46,-26,-67,66,-97,74,-15,-86,59,-45,-72,86,-94,78,-75,99,27,75,-15,-71,93,39,-53,34,-57,75,-100,-34,-8,50,35,14,-73,-90,-64,-49,91,-40,31,-32,-91,-47,-6,-75,-37,-87,-78,-13,-71,-75,25,-24,64,73,-4,-87,-66,26,-59,64,75,-54,38,-100,-26,56,-68,21,88,-52,-34,-72,74,68,44,21,-8,-67,56,4,77,-5,-97,-92,-16,-1,99,59,-100,-94,72,44,-77,90,46,-100,71,-22,59
-52,-10,-98,40,76,-95,40,36,9,-78,4,10,85,-50,-34,45,21,-72,25,-85,99,69,-50,-47,-53,1,-60,8,8,-80,-88,37,89,35,-80,53,40,-95,-54,88,93,-13,22,10,-5,-39,11,-64,32,61,51,-29,61,-11,9,17,-8,-13,-65,-53,-60,-90,54,-10,56,-77,-47,-91,-66,66,-13,-6,77,-10,-34,-19,87,99,-59,-97,-94,-46,85,81,42,71,-41,83,26,81,3,-53,79,94,14,-9,26,-60,-94,-64,-97,85,-96,-59,-35,39,-29,99,-30,92,91,82,-96,-76,87,4,-87,-48,67,50,17,4,-44,-61,-26,-22,77,2,4,-82,0,49,-17,-66,-66,-85,47,82,97,-40,41,6,58,-51,-48,64,25,-25,27,-92,-59,83,-38,-43,56,60,-74,-38,59,100,-99,-40,70,-84,58,69,-2,92,-85,87,49,70,16,34,-69,77,79,-65,1,-64,-43,-77,-69,49,45,-30,-14,40,-58,83,3,-18,40,95,46,4,-98,-60,80,-14,59,-18,-81,34,76,8,48,-7,-33,56,59,67,-97,10,-23,87,-91,18,-70,-18,-100,-34,43,87,-35,-12,-63,46,-81,-41,80,30,-47,7,5,-88,-91,72,-32,14,44,-47,98,89,-92,-32,30,-71,86,17,32,-72,96,-68,8,1,-61,-86,-53,-56,-20,91,-68,-28,56,-18,-87,69,-3,-31,14,65,4,-62,98,53,40,16,-78,-100,-22,8,92,89,23,98,-4,-11,62,14,28,-3,-7,17,16,-46,-30,-65,-18,-98,74,4,-32,-43,51,67,89,3,-69,-61,61,-37,-74,-68,14,-7,87,-73,-33,-65,40,-31,-15,-75,57,-83,-60,-81,94,-52,13,79,54,-54,53,-28,-21,82,-81,-19,-13,43,-100,97,35,55,18,69,-75,-46,-18,-80,-55,-73,-59,-100,22,88,51,16,68,19,77,43,6,-67,93,48,14,-95,38,-29,79,66,23,65,23,-36,-58,-24,14,95,96,20,-56,39,68,2,-19,-37,-88,29,-10,-14,-94,80,55,27,-48,91,69,-68,91,18,-23,66,-89,56,-88,48,-51,-91,-88,-11,-14,38,-13,39,16,-10,-95,-59,-73,62,29,-7,-33,95,-76,-17,51,-7,-85,-34,-5,-58,43,15,80,2,-35,100,-23,-37,19,29,-55,-70,-25,-50,95,-80,94,-30,-70,59,82,78,-82,59,3,63,-67,64,-72,95,11,-21,4,47,-1,81,-89,-42,-22,58,71,-57,18,-41,-46,-88,-66,-22,49,-77,-22,11,22,78,-72,-30,56,36,21,79,-26,-32,48,-86,18,91,31,-25,21,82,97,18,21,-99,24,-39
-80,-91,58,13,23,98,3,59,-39,-22,68,-70,-55,42,86,75,36,-91,-63,-75,-73,-92,94,-88,-62,4,-72,-21,-28,36,42,-11,-75,-5,-52,61,5,53,-72,-51,2,24,-81,31,-13,44,-32,27,82,-67,-11,-49,-31,17,72,19,-60,-94,21,43,80,-59,-28,-48,17,-53,61,-1,-84,85,34,-57,-96,6,-65,94,-58,36,-8,74,81,66,94,-60,77,87,49,19,97,-86,68,-80,-96,-31,-23,50,-25,-33,-12,-61,17,8,-91,35,75,67,-7,-63,-61,61,31,58,-38,-92,-37,-46,-89,-39,41,-10,8,-82,27,34,34,78,-12,46,6,89,75,87,-63,52,-80,-18,83,86,-47,73,43,73,28,58,-21,-80,47,66,-15,-4,-88,-77,-52,-48,-81,-94,-52,-84,-14,71,89,-80,-59,34,-77,61,23,4,41,-85,-80,-7,58,2,-73,2,-67,-46,-7,-80,-87,19,34,5,-61,20,48,42,-60,30,3,27,88,-91,-48,-7,-98,60,99,-2,-94,97,19,-92,35,-12,-10,83,26,-49,26,90,-31,-100,91,-14,-40,8,8,-60,-29,60,16,3,87,-99,58,-78,-85,-74,-39,-9,-97,-9,-84,31,96,-11,-49,-96,7,-23,-48,98,-24,25,79,17,-27,-60,-2,-71,62,-32,-56,13,43,-9,-57,-45,-7,44,39,52,-25,82,-3,12,5,-83,-63,-86,-59,79,-87,11,-27,-39,31,11,91,-37,74,-39,-99,-98,74,-83,58,-52,52,-32,-35,-62,9,50,-78,15,-31,-39,96,78,83,90,-10,36,70,4,-35,50,-19,-43,-33,-96,-70,80,32,-31,-20,-15,16,-58,-64,65,8,59,-44,-18,-24,91,-11,-92,55,67,90,-70,98,-52,4,11,-16,-82,69,5,89,-22,-100,-50,-80,-80,-2,58,99,88,58,44,-57,46,32,96,-10,77,-7,72,-31,-35,-29,-20,54,13,55,45,-28,88,-14,-47,-71,-46,52,-63,52,-6,-15,82,-39,-30,12,-20,54,-55,99,-99,-83,-3,21,-32,-55,3,85,92,55,67,12,-87,-33,-37,-100,-66,67,57,-94,12,-89,-66,-41,40,-33,-85,-90,44,-63,-87,-66,20,-8,96,-59,-30,-43,96,36,53,61,47,15,51,79,46,-44,-91,-89,-57,26,27,-15,-9,90,-84,-88,-75,57,44,88,20,-86,43,-21,85,-37,-89,46,-50,10,58,-91,-97,39,3,44,49,70,-50,-76,62,-2,68,53,82,-50,38,19,55,-72,20,27,87,39,48,-50,45,-81,68,-69,-2,66,45,-32,-40,-73,-8,-10,-65,-3,-37,62,-43,97,-37,8,-4,-12,3
5,90,-30,78,55,47,-55,-4,53,-9,21,-68,-39,94,54,20,-88,16,53,53,44,-86,100,83,84,-69,16,65,-86,19,-2,56,-98,-40,5,0,-98,-24,24,31,45,95,-71,37,-18,6,64,38,59,100,-24,42,-100,-98,9,57,39,13,70,-17,-69,69,-100,40,11,-86,-84,-78,-34,-34,91,9,-27,-5,1,56,72,-13,-39,53,0,-15,-38,-70,-25,93,10,15,83,-44,69,39,-62,-63,-95,94,81,44,-52,85,-1,11,28,61,78,-86,-72,35,-7,57,-51,76,56,52,-54,-93,68,-49,-43,-66,10,39,-92,-70,44,61,44,5,88,-25,-81,-7,58,-73,68,64,65,-36,-51,41,93,91,42,-4,10,-67,-54,73,-85,94,32,-55,-90,76,-83,100,37,-45,47,-52,26,32,-33,-61,65,79,44,-55,-49,-72,39,-62,75,93,-13,-1,-7,-29,-67,97,26,62,-73,-93,-5,-57,-14,-32,-73,66,48,-29,-85,85,-69,63,-24,-84,5,22,-60,43,-36,-8,74,14,-100,87,-96,85,38,79,-24,-66,2,38,50,-66,-66,-69,-41,99,-92,48,-23,19,-19,94,93,-97,-62,-49,-80,94,-54,-24,-61,-41,100,90,-60,45,21,-96,-97,-55,-82,-60,36,43,6,-67,94,78,71,-25,81,92,30,45,31,-81,-18,20,99,75,-13,67,64,-64,-27,-99,75,-85,-51,-48,83,41,61,-28,-97,-82,75,92,-98,74,13,-24,-26,-34,-69,-75,-50,32,52,76,-78,51,-19,76,69,32,10,-32,-42,-96,1,-48,7,4,-98,-99,-72,28,52,-44,55,32,-64,40,-51,-72,49,-99,-27,-69,-83,8,-79,73,87,89,24,33,-72,-19,-21,97,8,-39,-33,35,-58,-42,50,16,44,-30,-97,-85,62,92,62,56,-2,13,25,41,-28,32,-52,-92,85,-29,55,43,-33,-92,45,62,-2,-80,23,43,39,-3,-79,100,-45,30,-65,84,94,56,81,54,-8,98,-15,47,77,23,-16,-25,48,77,-62,9,-3,-24,-5,35,74,88,97,37,-87,-75,-87,48,58,54,8,-94,-53,-47,71,60,76,88,-43,25,-30,-3,-94,-92,91,-95,21,33,-92,59,93,47,55,-47,20,-65,34,23,-46,-58,48,-61,-94,92,68,15,-64,42,-28,-54,67,78,58,-81,20,29,-28,-29,55,-25,-7,-87,-76,-36,-26,5,-58,-55,-82,51,-61,73,-91,73,11,-73,77,71,-73,-60,50,-16,-79,75,7,-85,6,-97,-85,31,58,-68,20,-9,99,-50,-31,76,72,-7,3,76,39,53,84,48,-69,57,-40,51
-18,84,39,-30,82,98,65,77,-26,91,-72,82,79,52,85,55,23,-95,-11,45,-54,26,-95,-68,-27,-7,18,-91,67,16,12,16,-43,-70,61,46,97,33,-93,50,68,41,-78,-93,31,49,-98,38,1,-24,28,-23,-8,-20,16,-46,-63,69,-11,-70,57,-27,-23,-63,-72,6,-17,-41,63,-59,-66,59,-86,32,74,-27,-91,31,-26,-74,-14,-57,44,-1,-77,48,58,-88,69,-66,76,81,14,83,-37,62,-8,-91,70,-31,-49,-66,-25,77,45,-23,-28,19,-99,79,-98,-13,-41,68,81,-63,37,-66,84,-60,-33,-42,76,-50,-37,-8,11,73,-55,85,-51,55,-71,-95,56,-46,-60,64,60,56,-79,65,81,-80,-30,-95,-79,48,64,50,91,66,12,-37,19,-38,-1,-5,-30,42,-79,87,-48,59,-42,13,-11,-71,37,-23,-42,49,10,41,-91,-88,95,83,19,16,57,72,80,-90,29,62,28,33,-53,3,7,36,-69,-10,-2,-41,-25,74,80,-89,25,-1,-47,-3,37,79,23,-79,-2,19,48,-24,39,-30,-28,61,-19,-84,3,-49,-2,89,-4,11,64,-18,96,78,34,-95,-7,5,-25,32,97,-41,25,81,-1,25,-92,67,19,70,8,67,-52,17,-95,50,85,-17,-25,-9,-53,2,96,-4,-36,-78,-73,48,-3,79,52,25,-71,61,-16,-61,90,-64,61,26,-19,-46,86,-60,-42,58,-84,-6,-25,-68,-95,-57,61,-23,47,-57,90,-28,-72,-69,-55,37,-81,42,57,-35,22,66,-99,48,-88,-13,-81,75,-86,-7,52,-33,57,0,20,-56,-70,-45,-25,-33,33,22,6,0,70,-35,-85,89,66,38,-99,-58,-46,-53,-44,12,-15,8,-64,17,70,-50,99,73,-55,14,-4,-27,30,38,-12,-5,27,59,-40,-21,22,-8,-82,-42,-62,47,-59,4,-24,14,4,-92,-2,54,-85,49,-90,99,36,45,-84,-53,-71,25,4,89,-85,-80,83,97,-96,-98,86,25,69,-76,-42,-11,-36,-52,82,-74,-47,23,-96,-3,-26,-53,41,-88,-37,65,-20,25,92,-4,-1,-62,-89,-22,-3,79,89,71,-25,-9,22,16,1,-70,-36,77,73,-18,24,79,-80,31,15,-70,65,-5,-22,-42,30,-50,-81,-44,7,58,-23,49,87,-72,78,10,-5,-42,60,71,14,-99,80,31,98,-16,35,68,-36,62,0,27,44,-79,-68,-40,44,0,72,23,52,8,-45,88,72,21,63,71,-84,53,-76,4,-2,-100,-75,84,-50,-51,-22,-46,71,39,46,18,-1,89,-19,96,47,-85,-41,54,77,72,-43,-9
24,-74,-23,-59,-36,11,73,-22,-60,-60,45,27,-98,62,-82,-41,-29,-51,-48,1,57,-34,40,-65,26,25,-16,96,-36,-100,2,-71,-2,96,12,77,75,94,82,-64,21,88,-65,59,95,-48,9,-95,-77,-7,-17,-70,40,-100,-6,-95,-90,-48,-82,-52,24,50,31,74,-78,10,35,-12,-62,-5,48,-18,-83,6,50,-49,67,76,97,-66,-10,75,-20,-16,-55,59,80,-21,-88,44,57,99,-58,1,-92,-9,-36,92,-77,7,-35,-9,73,58,42,-25,-89,1,-14,33,-41,-63,-59,-96,50,7,45,22,75,97,67,34,72,-78,-53,17,-57,-49,-43,53,7,-94,98,54,-62,95,-23,14,-35,-20,-16,56,-1,-49,-30,-76,20,-21,9,-69,39,-43,-51,-35,-13,0,-49,-90,-50,-67,-15,-56,4,99,-60,-97,22,-72,54,-44,81,-69,-51,27,-85,96,-13,-25,-45,-49,59,67,-56,-82,-48,-6,-61,93,85,-17,-70,-2,8,-57,-68,9,22,69,44,63,-27,33,-83,-97,-3,-8,71,33,-1,-100,-73,-9,51,56,-2,18,-52,89,-55,45,57,57,-43,96,48,84,15,-12,-53,59,44,26,96,63,-64,-81,98,69,73,11,47,-60,100,42,47,-15,-18,-72,53,-18,77,73,80,21,-4,-40,-22,-99,-16,-23,86,22,-60,40,-3,48,53,96,-66,41,-96,22,-25,11,6,-69,31,6,88,94,45,-44,6,61,-75,-84,-68,52,24,20,25,-96,-10,29,-74,64,-48,76,-96,-54,-12,-31,-11,78,-49,73,66,76,-16,55,-79,-48,-77,23,-16,11,71,60,-64,42,74,33,2,78,-52,-50,12,-5,90,-80,8,49,-48,-63,-76,-81,-48,-28,-37,-73,10,-92,29,22,82,-71,-33,-51,71,-32,22,16,-6,45,89,4,-42,40,58,40,-74,-27,81,-98,-84,-92,42,-54,-17,-52,60,-34,-90,-52,-15,60,-20,49,15,-44,-17,47,77,40,49,-62,38,32,11,97,82,-71,9,-7,-63,26,0,-33,83,-70,-54,-41,18,-15,83,-67,-29,-20,44,-47,2,26,-45,-21,-28,-20,-95,-72,-11,-91,-95,-42,-91,26,-82,52,100,41,-88,-30,55,-21,-73,-20,40,-37,48,-59,-37,-23,-95,99,-59,53,-38,100,13,-59,38,-2,-12,-94,13,32,-91,-78,47,-80,37,-61,-14,-59,37,76,-22,24,-73,-30,-56,-7,-19,50,53,6,77,-81,-24,-36,-20,34,-60,57,-75,-22,40,10,-63,-21,-61,-29,69,88,56,33,63,-15,28,60,31,21,-70,-36,37,0,-12,96,-98,-10,-84,28,89,-70
-25,-77,-52,-52,-40,10,6,65,-9,62,-81,-29,-75,-98,86,-74,97,36,-57,-5,-91,84,-11,39,-49,27,-94,53,-27,-34,-34,-96,-34,61,-83,-85,-1,34,87,8,-5,22,13,-53,-43,16,90,-45,-44,93,-46,-33,-46,-51,19,-77,66,79,16,51,-44,89,1,77,-68,-46,-28,30,49,38,-80,-93,-60,1,1,23,88,16,-92,12,47,-71,6,88,-58,78,83,-13,27,70,82,70,93,-98,89,48,98,-13,-42,36,36,75,88,-27,86,-11,89,-1,45,-46,74,-64,77,83,-91,17,79,-76,17,-76,-1,-15,-59,78,-91,98,19,-13,80,76,79,-32,33,-6,100,-67,22,29,71,-93,-2,57,-64,-11,-14,-1,69,-70,81,100,16,52,41,-20,-50,24,-60,22,-58,-19,-73,-30,-79,-14,-96,67,63,34,54,44,-66,87,38,11,-1,-57,-54,-6,-45,-24,-7,55,90,66,-80,29,2,-85,95,-68,58,78,29,-27,-4,-78,-44,-34,-7,-22,-50,-96,40,-81,74,54,88,74,-56,-81,68,77,0,97,9,83,-12,-36,-54,82,95,49,-4,75,-20,63,15,-68,-42,17,93,-99,84,16,17,19,-69,36,-21,-1,79,-69,-88,-63,94,69,-7,-10,82,-42,22,-4,78,40,66,-33,30,13,27,78,-76,84,-4,8,-83,99,-83,-20,90,-54,-72,89,33,53,-83,-37,-95,-9,65,-7,72,56,-2,-20,30,-1,46,-55,-22,59,52,21,52,51,28,49,-45,68,9,3,29,67,-96,-16,-7,50,-23,77,68,52,-79,-57,2,-25,67,9,22,82,-60,-97,-31,-19,64,-92,20,83,-4,-55,95,-68,-22,-2,18,-22,31,59,31,15,90,95,35,-72,99,19,55,-69,26,-71,54,-2,95,26,36,-67,75,-12,-85,-38,-73,38,85,-28,41,-80,26,-2,25,68,92,23,-53,24,69,-28,98,12,11,-30,-2,63,-32,-21,-61,-12,-96,-97,-61,4,-44,-4,93,-86,-36,48,-85,-29,24,91,46,-39,46,-53,-81,-45,-2,-22,-34,34,94,14,-39,-20,-50,-35,40,-60,83,61,-43,92,74,-97,-30,3,-82,27,-73,36,-65,-46,42,72,51,-75,-74,-32,31,49,32,39,55,21,0,-68,77,-29,-39,94,79,45,100,92,38,-28,47,-15,-57,94,29,48,-84,-55,-33,-9,-30,-95,1,58,-10,50,72,45,-27,40,-52,80,3,69,-79,38,66,46,50,-33,-12,79,0,-82,-60,-71,5,-52,-98,36,100,25,19,26,-48,-85,46,68,-32,56,-65,47,41,6,-55,-11,20,72
